0.8476
0.9128
0.8622
0.6788
0.8896
0.4994
0.182
0.8972
0.7118
0.8672
0.8704
0.9406
0.901
0.6824
0.9038
0.8142
0.8384
0.9058
0.6534
0.473
0.5214
0.8294
0.654
0.6262
0.5028
0.615
0.6082
0.859
0.9554
0.937
0.9158
0.9638
0.9378
0.9138
0.9022
0.9732
0.9074
0.6974
0.9678
0.8638
0.9196
0.9256
0.9194
0.722
0.9746
0.8278
0.9098
0.9388
0.9302
0.7426
0.067
