4.128287512215822375e+01 3.653604169919846356e+01 3.258072782734966211e+01 3.306793487442214285e+01 3.214191340654457463e+01 6.001629009445083085e+01 3.103699984509540499e+01 5.544960199608492246e+01 4.989452659752163299e+01 5.639063428925039290e+01 6.656900459629733291e+01 7.222603699082227990e+01 7.669324293694728567e+01 9.815645214537353525e+01 7.999436716435883454e+01 7.264156706317871226e+01 7.784852423039947666e+01 9.150394995068515414e+01 8.817579543918800766e+01 9.024726357104458430e+01 9.748013045999354631e+01 9.440106497140237707e+01 9.826693834763753443e+01 9.519602227306015152e+01 9.859655790940622921e+01 3.806498293440326819e+01 3.772957451435448206e+01 3.866573518292218381e+01 5.340200921812438395e+01 5.172255805524159911e+01 4.982230600499314477e+01 5.658354399049743932e+01 5.465837691121212316e+01 5.031698485195269654e+01 4.371803400432900588e+01 4.408916602119284534e+01 5.809336172260030651e+01 6.594597932685660169e+01 4.231396437226315044e+01 4.689976120429276563e+01 5.231093247514994005e+01 5.743462467739125543e+01 6.046894037423633250e+01 6.814845179378265527e+01 7.519058055776254434e+01 6.173669933926753828e+01 8.252837115497543152e+01 8.040992958892874753e+01 8.386453739883663161e+01 8.606863651486844446e+01 8.376798684344377932e+01 8.326475581935238779e+01 9.416566563927521827e+01 8.976270849822003584e+01 9.435788095718956470e+01 9.562561352474928356e+01 9.786505247314789813e+01 9.784862690081372705e+01
4.065242954736201852e+01 3.622381840266285025e+01 3.249892296653792556e+01 3.222190212043500424e+01 3.331227322743109909e+01 6.022434836152110904e+01 3.162034677708725638e+01 5.165336517120057636e+01 5.040736797763950960e+01 5.499819324936274256e+01 6.779841323203625336e+01 7.558323960414453779e+01 7.917244212270998105e+01 9.721885102709515536e+01 7.986097776251867231e+01 7.450618548194101720e+01 8.132277233025200758e+01 9.202337486584447390e+01 8.939126963340864052e+01 9.039400343205623756e+01 9.608666484835494259e+01 9.464016599189490364e+01 9.941731050479214105e+01 9.553493493173357365e+01 9.652043387133853969e+01 3.833038600705949506e+01 3.784316123055216252e+01 3.895305322157541639e+01 5.234550667407963687e+01 5.331740927987121381e+01 4.764213453298941658e+01 5.622564553272912491e+01 5.564080927406903498e+01 5.092578104024264718e+01 4.562014895109518875e+01 4.682697570023773892e+01 6.057302694678686095e+01 6.620982655857207533e+01 4.086677671227101172e+01 4.585513310402296838e+01 5.339183129487673085e+01 5.684644373270616313e+01 6.029164270924425040e+01 6.791980152600820020e+01 7.474402289265742638e+01 5.996864811504832460e+01 8.150644442523996247e+01 7.679439801587764691e+01 8.551615356975027282e+01 8.539272753448452136e+01 8.185352103423421966e+01 8.207734678052362653e+01 9.238687448871220909e+01 8.666071412205263869e+01 9.380564547912315732e+01 9.607965871812456271e+01 9.767962977780629785e+01 9.655019924352981775e+01
4.088138730603801463e+01 3.794483595668078380e+01 3.250429970560674064e+01 2.936243674539962356e+01 3.196313029392950966e+01 6.246360059145426646e+01 3.347310588638863749e+01 5.501759532197640112e+01 4.872366780540376396e+01 5.632221141780587459e+01 6.846485660959399411e+01 7.187033732564991340e+01 7.880676417988850346e+01 9.717246138320400917e+01 7.984244907566174732e+01 7.207300537674640850e+01 7.786283903222222591e+01 9.162910322512472305e+01 9.068574881007306487e+01 9.102624471938398187e+01 9.552399965604955412e+01 9.400306687409785411e+01 9.753223056250679690e+01 9.668658198718307517e+01 9.534062181958884707e+01 3.910580481035688649e+01 3.581752900918372262e+01 3.692636790714743000e+01 5.167378640456339411e+01 5.407927301219120153e+01 4.755138140388555712e+01 5.646829294981801439e+01 5.616906006459668532e+01 5.284680928422098134e+01 4.285673282795262651e+01 4.687594321204052505e+01 5.878848119493616053e+01 6.533695152737283252e+01 4.259223158584863711e+01 4.659014589287147601e+01 5.342357584917223079e+01 5.572614126647415844e+01 5.835609216460400717e+01 7.052742079596198721e+01 7.632221471112040945e+01 5.959014302028833754e+01 8.210861659827423864e+01 8.071639585094328595e+01 8.320675017848788002e+01 8.693014006635206670e+01 8.299769205656880899e+01 8.548325405426690793e+01 9.285017308241985745e+01 8.369646746449831198e+01 9.408716122834492523e+01 9.667150191818464577e+01 9.840069122685457614e+01 9.659192882567238314e+01
3.909618451149849250e+01 3.868432011994742936e+01 3.297909424206861928e+01 3.303373506011293870e+01 3.028386719649396142e+01 6.103759807976715734e+01 3.422609366200904901e+01 5.512789007784856210e+01 5.050780860402927175e+01 5.582186767661532656e+01 6.742583637168684163e+01 7.373077467702329102e+01 7.696510127616942043e+01 9.811595930228862983e+01 7.919525494060012250e+01 7.444719052438246365e+01 8.047635521468690456e+01 9.016228433512208085e+01 9.138008609692117545e+01 8.833821522658382719e+01 9.476844658875593552e+01 9.691450359525090619e+01 9.772796291089522924e+01 9.548920990672569076e+01 9.768085651984431195e+01 3.603043455097989067e+01 3.708490252506983609e+01 3.844529141817709927e+01 5.146782678156876045e+01 5.340182027456267377e+01 4.720186848317759143e+01 5.812374378461981905e+01 5.290017485207530257e+01 5.276511618925994185e+01 4.296011514369178030e+01 4.606351386979975615e+01 6.060458685171086302e+01 6.400466428761232862e+01 4.580880765345582972e+01 4.579348818629656392e+01 5.453534688909314099e+01 5.788706388849619344e+01 5.772504926219460231e+01 6.829258554144304583e+01 7.414201225552724850e+01 6.074806381174698799e+01 8.328898106463692841e+01 8.106452048334601557e+01 8.519548180667075599e+01 8.581728190371133280e+01 8.324298833232492711e+01 8.327541783457874658e+01 9.282070521589356815e+01 8.561790017157204602e+01 9.276984987673647254e+01 9.616409680905258028e+01 9.876394294683724695e+01 9.677450514395928849e+01
3.786884925271751001e+01 3.701214528544266358e+01 3.182053690811652658e+01 3.071252168070117960e+01 3.281178759513505838e+01 6.294052518053845802e+01 3.217173295128875310e+01 5.637254515685961564e+01 5.207502302140881056e+01 5.514292499363001099e+01 6.835948540189069433e+01 7.673113536769717768e+01 7.774825484821155896e+01 9.802483266247344318e+01 7.849890716826875803e+01 7.445248449521919554e+01 8.094127944867673818e+01 8.766551770639460983e+01 8.903006398727448811e+01 8.729318441231630743e+01 9.729315125080121618e+01 9.367705608976568499e+01 9.639121852949105573e+01 9.544846857945094598e+01 9.700291398192975123e+01 3.994769926056407883e+01 3.795023943638541652e+01 3.596268564562281256e+01 5.191551950330520526e+01 5.420221349191918137e+01 4.795437437166355465e+01 5.750710875943753564e+01 5.566018657592010044e+01 5.074599931512363327e+01 4.408819974699945021e+01 4.777190751628771892e+01 5.964787127556361668e+01 6.427939673251428587e+01 4.377222720450052407e+01 4.622619435856188375e+01 5.440826896399573798e+01 5.438896158200838471e+01 5.940615340292554691e+01 6.715459354871512687e+01 7.438273843810426911e+01 5.944957005368877390e+01 8.247327838970498703e+01 7.901451212813198310e+01 8.264202888973360928e+01 8.672777583886713160e+01 8.409365644177900379e+01 8.149014485380671147e+01 9.369018027213205357e+01 8.711365305128474290e+01 9.449774997501761220e+01 9.725652352089059605e+01 9.727824133168768128e+01 9.711639332962712956e+01
4.053796375679363706e+01 3.689135423586694174e+01 2.981376496811319399e+01 3.378084959110352514e+01 3.425237339870172804e+01 6.320734197799264109e+01 3.253727380239702427e+01 5.604700562609346548e+01 5.172336273855920297e+01 5.561664717327017371e+01 6.858798107160056645e+01 7.499348290424393326e+01 7.884153713581444833e+01 1.009657032685978635e+02 7.881854815285794302e+01 7.519017183578975505e+01 8.014455638070951693e+01 9.121152678287879212e+01 8.988732154522210749e+01 9.129939091268524010e+01 9.649944406882336523e+01 9.308678148825113396e+01 9.545240879645326970e+01 9.393391054975842280e+01 9.682045919696527392e+01 3.681590771149512165e+01 3.843674352630093694e+01 3.662759547955104722e+01 4.995468968680422961e+01 5.423213771297290009e+01 4.833698588828967502e+01 5.804343875858169355e+01 5.653585448678494174e+01 5.093385321624801065e+01 4.142167438574889360e+01 4.586300962435606721e+01 6.243690500534502519e+01 6.881929139170524934e+01 4.356940221557977111e+01 4.649601237201549253e+01 5.221503944868651814e+01 5.707766592657054616e+01 5.774178096609625754e+01 6.937394716358026869e+01 7.464063831990324616e+01 5.979703919933965750e+01 8.502289253615369091e+01 8.023484706951653322e+01 8.536103477768838843e+01 8.491640555898148079e+01 8.382737569814908341e+01 8.287237966067996808e+01 9.226701440133373922e+01 8.678311850411178341e+01 9.309243136733502411e+01 9.577427328297980580e+01 9.929511415380267181e+01 9.731682752406238990e+01
4.049223820268609586e+01 3.890309164783644036e+01 3.234216345692929906e+01 3.228732942818067642e+01 3.182168960916017397e+01 6.275752970693617527e+01 3.521118541006189417e+01 5.713265624432948186e+01 5.256727201162567553e+01 5.769902886503871287e+01 6.791722574096166909e+01 7.315994270402711663e+01 7.931120300640566256e+01 9.799414643234045741e+01 8.065086773909122542e+01 7.501678923018789646e+01 8.071916649659252130e+01 9.101586868092920213e+01 8.913123111331536563e+01 9.050102077097241704e+01 9.615500247517476851e+01 9.496683798072018590e+01 9.721219117641987850e+01 9.709746174286610199e+01 9.715556885846959290e+01 3.668428588319646622e+01 3.731123474170716747e+01 3.825032223692726063e+01 5.166608786518949614e+01 5.200339434903237645e+01 4.645437197109922067e+01 5.506734428386251778e+01 5.414218472452257913e+01 4.985704412787224271e+01 4.050241542441414566e+01 4.418560058727599227e+01 5.981925001074365866e+01 6.682686258445491490e+01 4.551711544689270994e+01 4.697925699380690645e+01 5.264269051146276013e+01 5.733820046491183575e+01 5.905913366559227029e+01 7.016550486298166334e+01 7.326437249199442192e+01 6.141185594327488673e+01 8.321413645950754301e+01 8.211078441072471890e+01 8.493550589880811685e+01 8.573089725894223534e+01 8.308923163630709041e+01 8.146860608391317271e+01 9.307802057963732523e+01 8.531858765917505139e+01 9.277428760812988173e+01 9.506710839588978956e+01 9.862302411048007400e+01 9.636686753120240212e+01
4.223826250439842767e+01 3.698436981322990391e+01 3.169351661795119668e+01 3.175472551234021878e+01 2.991522203171666305e+01 6.188541210443297302e+01 3.445506867242588100e+01 5.559030617744542013e+01 5.129588445367249960e+01 5.275784583725576482e+01 6.706239967569669602e+01 7.194741592303348909e+01 7.935845649237572275e+01 9.656261662501512433e+01 7.659247773932941072e+01 7.397449778387752417e+01 7.971899923443929481e+01 9.030883453553394702e+01 8.848338794064287072e+01 9.401326346423302027e+01 9.652684983892359583e+01 9.500119429263467907e+01 9.746717187983648500e+01 9.557878528839975729e+01 9.872868498060640263e+01 4.061901876290194480e+01 3.571075773016031008e+01 3.683437517178497700e+01 5.069694325207513685e+01 5.303733637262057243e+01 4.705508602432669107e+01 5.742566429455352051e+01 5.404181406027630175e+01 5.375224744183161363e+01 3.758075453943524735e+01 4.555087564297883063e+01 5.948082677372212856e+01 6.676002871760826451e+01 4.264812609373881003e+01 4.707529381954088876e+01 5.529563018093419657e+01 5.628516237894294960e+01 6.050534234361140307e+01 6.942903670178142761e+01 7.478150210183487445e+01 6.200770796640675542e+01 8.123455946967931141e+01 8.106678797170692974e+01 8.562224309147138968e+01 8.841365022299493148e+01 8.592377561324346402e+01 8.091403107253069038e+01 9.219171843981776249e+01 8.517443250727104953e+01 9.609604941916606435e+01 9.685190864044467673e+01 9.756107292834946065e+01 9.842138410184401209e+01
4.192047756714055851e+01 3.612507183603414518e+01 3.141527558430033551e+01 3.256153381678706893e+01 3.295930997327442924e+01 6.218654195799015838e+01 3.652204768457846029e+01 5.508473808487980250e+01 5.073963607701509915e+01 5.439623892837707331e+01 6.654827083533670873e+01 7.285181981897542869e+01 7.819609220686133710e+01 9.676292885791180254e+01 7.971645896844981394e+01 7.444834583793831939e+01 7.898412904444847982e+01 9.070248611908260727e+01 9.225165975400039997e+01 9.143959671828753244e+01 9.862206741357532280e+01 9.538607438574720732e+01 9.716915718190010409e+01 9.635792461868844327e+01 9.624429897232016629e+01 3.770199568233736187e+01 3.676667535474548032e+01 3.748667564245930350e+01 5.144444102909086070e+01 5.411683269884316871e+01 4.910243738462592944e+01 5.699800303777367816e+01 5.763420369822675582e+01 5.328904948835094757e+01 4.069586933379724769e+01 4.575974060586101899e+01 6.043086492117334529e+01 6.517991877183671079e+01 4.121616374081810363e+01 4.668864248519683002e+01 5.416937284318203183e+01 5.537660249357447384e+01 6.116424282484720720e+01 6.871509314196561036e+01 7.272317688963445903e+01 6.058380189692073969e+01 8.094252057161580183e+01 8.053005439004142829e+01 8.357089744404149201e+01 8.626401113682119615e+01 8.415863959332205013e+01 8.311999537068619759e+01 9.414480219223514723e+01 8.746009331192341563e+01 9.275486163731721945e+01 9.675262722569291896e+01 9.773721493031374052e+01 9.771430716177165721e+01
3.931795775320107822e+01 3.695752569190247527e+01 3.213003223012823639e+01 3.064774934184284660e+01 3.182740652210179277e+01 6.153754217009846172e+01 3.470730790103981178e+01 5.536038854716787228e+01 4.988672675492516362e+01 5.435589129902749761e+01 6.725534216474595439e+01 7.204975578320258478e+01 7.897417249199256162e+01 9.611973758318724492e+01 8.179122946821000539e+01 7.283286639493290693e+01 8.079233160909070932e+01 9.051823185831887031e+01 8.895719625129456176e+01 9.163233112731666097e+01 9.846081050737826956e+01 9.505423130813578325e+01 9.821670226218553523e+01 9.594620792220996464e+01 9.678018947607961309e+01 3.826771996657227959e+01 3.808344444936759032e+01 3.665703726944386887e+01 5.188929378753988431e+01 5.334926125493777960e+01 5.034354899132687677e+01 5.567262773160781109e+01 5.529135208310523808e+01 5.296438383504104763e+01 4.107773517750810299e+01 4.583329335870897836e+01 6.107123220685724618e+01 6.485123240652879417e+01 4.258418551575096700e+01 4.633015233540668021e+01 5.459199432006563057e+01 5.679037168521525558e+01 5.861632284075116672e+01 6.750872466481818890e+01 7.366048002094825620e+01 5.907752079412621526e+01 8.111374392622531104e+01 8.059625839593128660e+01 8.552533324795645342e+01 8.686967362192750386e+01 8.234086432779743348e+01 8.268309514867175380e+01 9.266374886332944527e+01 8.617090811834775366e+01 9.527798420014023861e+01 9.678043657603636518e+01 9.810232498637442689e+01 9.741954929954235354e+01
