0.000000000000000000e+00 2.423453917011973713e-02 1.024928810762261860e-01 8.943829742590410359e-02 2.834963256148274879e-02 2.197550674212409016e-02 8.667701178992200106e-02 1.067482890386651090e-01 1.001033900899473555e-01 1.171826205789409936e-01 4.064800918126258711e-02 4.454900040477045853e-02 7.641585931129202258e-02 4.938103250592398158e-02 1.810569621103611665e-02 1.217430705355203313e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.005713704441360407e-01 2.046384668441717306e-02 1.223052654749642448e-01 4.103201100557173076e-02 1.101902890978770505e-01 1.135277847654691391e-01 4.999939767380857936e-02 1.053628042009753379e-01 1.241558068184370894e-01 1.012083819609614493e-01 7.474974907081054221e-02 6.477327857666756450e-02 9.226171246320334640e-02 6.318907060414140353e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.124959176282932960e-02 9.043283355274389645e-02 6.350435490205801059e-02 3.108168795527846417e-02 8.085044948755491789e-02 5.502096450819390222e-02 9.374164408899007817e-02 5.907199583248741101e-03 3.394166495192121880e-02 3.529668249468639885e-02 8.184163095450996961e-02 5.526658140296440008e-02 8.156451581078827395e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.059427388391982472e-01 1.988562092430900055e-02 1.695944149838874912e-02 1.262904395291504674e-02 7.587341750657365658e-02 1.130427062145909767e-01 3.474684926131328677e-02 1.064945635492180742e-01 9.006203034493627524e-02 1.978195139100036998e-02 1.816186826936200607e-02 4.148348555181429614e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.575975080118872329e-02 5.803219408372175571e-03 2.688147502731717126e-02 1.179704624008960090e-01 4.932649382393818754e-02 8.609241941096938688e-02 1.403442617544593818e-02 9.057079618918885411e-02 8.272031498959504792e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.305107801633076076e-02 2.556503585012976504e-02 7.835647915949786602e-02 1.130070383155283159e-01 5.045858199427026569e-02 1.083297837843449074e-01 1.223448850400959270e-01 4.906645770190920519e-02 6.978866162057856259e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.218489918494943536e-01 6.008255442450771006e-02 1.127393780790803129e-01 6.678947520291940443e-02 7.314032330628170153e-02 3.568477169353037604e-02 1.366803044096298256e-02 1.101377974188889330e-01 9.845133744185645408e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.244805615589352057e-03 3.686928849854001489e-02 1.917256668831244723e-02 3.897027365456897513e-02 2.925451291704532497e-02 6.309723425700400345e-02 5.271208097598303194e-02 2.630479212909972442e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.025926889023634908e-01 9.522388434914573485e-02 6.611953594192859773e-02 1.195680796375132998e-01 4.898582724463955429e-02 2.146966217523336995e-02 4.569989793520065624e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.170118881649609199e-02 7.461144986654244700e-03 7.618758084857341073e-02 8.236559232616950943e-03 1.237488550107745389e-01 1.894656689355551926e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
