0.000000000000000000e+00 3.816715950959360254e-02 3.014097651049845589e-02 5.495895143722904358e-02 6.085828086102941514e-02 2.968961712960115074e-02 5.174565879472136504e-02 1.222087014020986628e-02 8.719568568635979039e-03 5.956708466004780739e-02 7.783062250510024496e-03 6.168532013584655110e-02 5.393731094412234500e-02 2.568528392836747984e-02 5.261260356745315822e-03 4.160496739552859563e-02 2.265640465053816999e-02 4.995597763537328040e-02 1.826633864515419398e-02 4.935149534545759525e-02 4.051305206715292984e-02 4.319940768578763718e-02 1.683805435204136641e-02 2.479843863781674637e-02 5.218026796363864350e-02 1.494281398767244307e-02 5.938272178484971936e-02 6.290078620426131639e-02 1.624287100698420735e-02 2.061167188609061562e-02 1.596107439639327108e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.879874323374739309e-02 5.015118960512345708e-02 2.350806968142006917e-02 4.295177390445808346e-02 2.775910061344398494e-02 1.615388836806017428e-02 5.508512856149106601e-02 5.814043042358935098e-02 5.669789259670512255e-02 5.445003217123564609e-02 5.266308569849233873e-02 4.501976080537856140e-02 4.534386780920443560e-02 4.464477527161765658e-02 6.447234580205660204e-02 3.932719187284595963e-02 2.307096524285532843e-02 1.060921493254739396e-02 6.220701734633964086e-02 5.665417610251633797e-03 2.325697263438058007e-02 9.087810251289740737e-03 5.015507307810957577e-02 5.031424591514599420e-02 3.829410823549625476e-02 8.436945240731625120e-03 3.189870264907442021e-02 6.060679844377387521e-02 2.931115860095935555e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.619011629818528489e-02 1.037641234358692086e-02 1.489394109709352848e-02 3.227176309250651132e-02 2.929888818252860544e-02 3.610663463766722314e-02 5.905765354901932815e-03 3.733554924184694784e-02 1.734886320382961200e-02 3.788119353551903240e-02 1.417593786998639499e-02 4.046715089454960140e-02 2.038377506225957231e-02 1.910248850014199459e-02 1.385594983067487199e-02 5.157658755382732441e-02 0.000000000000000000e+00 4.832039490701411227e-02 5.505900606354108967e-02 1.025879777039419467e-02 6.112483016770933753e-02 3.757047561522381535e-02 1.233390314207194298e-02 0.000000000000000000e+00 3.520389287583139404e-02 1.535277299103655554e-02 4.716408178985192351e-02 7.373236587538636692e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.282056906724692302e-02 5.998827036611655700e-02 5.534361392200078805e-02 5.813559684761242241e-02 6.346774823242781575e-03 3.045171280566906849e-02 1.746340687737970437e-02 2.911755966830425688e-02 3.918819716916039503e-02 4.065190430407029237e-02 6.512652305161458453e-03 1.563644634439463610e-02 1.146856881590565223e-02 3.067610147836591708e-02 1.694090746464036248e-02 1.880052104316538159e-02 4.259729016491092118e-02 4.092947819023317474e-02 2.745513925948479816e-02 1.332968145745231509e-02 2.336248206778495512e-02 1.156786734331233767e-02 0.000000000000000000e+00 3.803204044984578869e-02 4.486800412964019741e-02 3.253524952408979459e-02 2.319764909255670263e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.894755081799527813e-02 6.333382538329218603e-02 6.212421131236623567e-02 3.293250610929437938e-02 1.126053252160459130e-02 3.859116551575097337e-02 3.915808083490516373e-02 1.735717765149700359e-02 5.103474273202869387e-03 4.771366574737426897e-02 4.035505063574561235e-02 2.956830290648635590e-02 2.917709351302238269e-02 3.293374738325621082e-02 2.834095679529369943e-02 5.617430678320721460e-02 2.557519957578020808e-02 1.646787127834811737e-02 1.679378502285553548e-02 5.983449860173613820e-03 5.454109209767112922e-03 4.866667272788320620e-02 5.212836594057673051e-02 9.594378776770627615e-03 3.676446409533781767e-02 1.651248355327728998e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.124013334948417098e-02 4.635017663498604279e-02 1.555377868511917394e-02 2.349936465880452657e-02 5.576147035325136614e-02 6.358968029854733528e-02 3.507255350995983068e-02 2.252108516262174218e-02 8.371610578877589776e-03 4.930937477690412740e-02 1.369800067025824658e-02 3.590833096033678451e-02 5.258219122306606597e-02 4.842861434730482556e-02 4.193075159320709677e-02 1.504670420970695421e-02 5.832359612902795337e-02 3.549512480412034265e-02 8.554694618847389839e-03 2.772844775421264354e-02 9.774418780624294367e-03 2.237162657412661987e-02 5.357078695345014741e-02 2.520934655253411968e-02 2.780872664836188737e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.749311412194868132e-02 2.073545408025961531e-02 4.149483478650380086e-02 3.963104446725328883e-02 5.852285083130957799e-02 2.372679410376303186e-02 3.568151746052795892e-02 1.164038555238913406e-02 2.199225278711527259e-02 5.559723106441494950e-02 4.881499165195282014e-02 6.390044957150947669e-02 0.000000000000000000e+00 5.384947661222026088e-02 4.942199549514106338e-02 4.867657720541575250e-02 4.761858902861958176e-02 3.541218785087257154e-02 3.154505548729850256e-02 0.000000000000000000e+00 1.319450168735634976e-02 5.549958235109284273e-03 3.333320001382419906e-02 5.219305145035612464e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.853854398412092319e-02 5.573528518689025574e-02 5.741811042591320191e-02 6.446515514952952386e-02 5.412816694203688439e-02 5.459527709697898495e-02 2.890457550611144275e-02 3.634672996543662077e-02 4.938450054490001184e-02 5.884929625784107721e-02 5.405577842932112603e-02 0.000000000000000000e+00 3.441816407221389568e-02 3.886702684537925861e-02 1.417632405010814389e-02 1.674939172236463575e-02 5.857271675545498713e-02 6.357975650523794986e-02 0.000000000000000000e+00 4.376517705497581096e-02 6.219440612747879210e-02 1.354526109999953237e-02 5.942483821164060501e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.046772011763990540e-02 3.664432237871962511e-02 5.283717307316800754e-02 2.989332928056320088e-02 2.504188240247062075e-02 5.112904413694862454e-02 2.833054235094785087e-02 2.558396106952093643e-02 3.628677337401441799e-02 2.547113809626460820e-02 0.000000000000000000e+00 5.212881411478672428e-02 3.101573426676832237e-02 3.097489182752823436e-02 4.017004148382261747e-02 4.489183516799739870e-02 3.107703902609706276e-02 0.000000000000000000e+00 4.214280826365791877e-02 1.871966946573633966e-02 7.422173043353574862e-03 5.348035650470528424e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.407986101677355897e-03 2.264413632242906135e-02 5.312219705865533353e-02 1.008771014117307990e-02 2.437880893090145495e-02 3.389830634233293588e-02 4.664708628728206352e-02 2.310980645573810360e-02 6.026503784109501355e-02 1.554024533938009461e-02 2.068425938643585552e-02 2.271677812989198950e-02 6.285400660495481240e-02 5.373856066079990557e-02 4.330647793266016732e-02 3.992472190582995600e-02 2.421759305638760545e-02 4.842616931958183824e-02 2.969765680784246242e-02 5.442673682765505200e-02 1.009228541845740013e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
